SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
604,TG,Telangana,TG_Vikarabad,Vikarabad,93,77,15,1,0,6,6,0,0,,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,45,45,0,0,0,15,15,0,0,,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,171,171,0,0,0,2,2,0,0,,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,260,237,23,0,0,12,12,0,0,,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,49,49,0,0,0,7,7,0,0,,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,422,96,326,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,981,540,440,1,0,14,10,4,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,513,53,459,1,0,4,4,0,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,8120,3435,4527,158,0,248,74,170,4,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,77338,17473,58615,1250,0,1180,-520,1668,32,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,1261,931,321,9,0,119,118,0,1,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,1526,437,1083,6,0,16,0,16,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,241,146,94,1,0,3,-6,9,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,787,225,554,8,0,31,-7,38,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,389,207,175,7,0,20,19,0,1,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,1791,786,999,6,0,68,26,41,1,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,3606,2235,1322,49,0,388,356,29,3,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,1306,843,457,6,0,103,102,0,1,,
553,TN,Tamil Nadu,TN_Karur,Karur,201,57,140,4,0,5,5,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,253,92,157,4,0,12,12,0,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,6078,3372,2590,116,0,321,-471,787,5,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,347,170,176,1,0,-6,-7,1,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,174,77,96,1,0,12,10,2,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,183,89,93,1,0,4,-20,24,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,175,13,161,1,0,1,1,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,615,226,381,8,0,45,42,3,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,1849,1055,760,34,0,75,29,44,2,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,1509,771,725,13,0,46,14,32,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,1867,988,872,7,0,100,-69,169,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,862,338,513,11,0,76,35,41,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,683,357,325,1,0,18,-8,26,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,687,266,415,6,0,35,28,6,1,,
565,TN,Tamil Nadu,TN_Theni,Theni,1729,1103,608,18,0,115,37,76,2,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,6655,2514,4014,127,0,234,89,140,5,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,708,292,415,1,0,14,6,8,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,2261,1199,1048,14,0,137,103,31,3,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,1504,691,797,16,0,103,102,0,1,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,1758,911,836,11,0,129,96,32,1,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,414,204,209,1,0,26,22,4,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,297,118,177,2,0,3,-7,10,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,3076,1313,1741,22,0,151,73,77,1,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,2772,1728,1038,6,0,150,146,4,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,1459,486,954,19,0,4,-29,33,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,2073,1138,919,16,0,240,144,92,4,,
609,TR,Tripura,TR_Dhalai,Dhalai,265,51,213,0,1,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,268,112,155,0,1,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,203,135,67,1,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,73,44,23,0,6,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,629,66,563,0,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,152,21,130,0,1,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,82,13,69,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,290,129,155,1,5,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,1386,157,1135,94,0,6,-4,9,1,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,750,333,392,25,0,24,23,0,1,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,140,27,109,4,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,316,23,292,1,0,1,-1,2,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,226,103,118,5,0,8,-8,16,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,118,15,101,2,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,444,165,274,5,0,7,6,1,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,353,98,246,9,0,1,0,1,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,451,148,296,7,0,15,1,14,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,166,39,126,1,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,397,242,153,2,0,22,8,14,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,118,42,73,3,0,9,6,2,1,,
628,UP,Uttar Pradesh,UP_Banda,Banda,72,30,42,0,0,1,1,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,623,231,389,3,0,22,-9,31,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,590,320,252,18,0,40,17,21,2,,
631,UP,Uttar Pradesh,UP_Basti,Basti,422,67,339,16,0,7,2,4,1,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,213,73,139,1,0,2,-4,6,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,397,99,292,6,0,1,-1,2,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,201,62,137,2,0,1,1,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,885,259,602,24,0,14,-4,18,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,275,120,151,4,0,26,19,6,1,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,104,4,98,2,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,376,154,218,4,0,26,17,9,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,171,57,106,8,0,6,6,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,384,102,264,18,0,10,-5,15,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,249,74,167,8,0,6,-7,13,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,209,69,136,4,0,3,2,1,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,545,21,494,30,0,0,-4,4,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,3410,893,2484,33,0,63,-25,88,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,3156,1322,1772,62,0,140,116,25,-1,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,393,34,353,6,0,3,2,1,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,232,61,164,7,0,19,16,3,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,668,274,377,17,0,73,51,22,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,108,24,82,2,0,3,2,1,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,898,243,637,18,0,14,5,8,1,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,304,72,226,6,0,7,2,5,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,205,15,186,4,0,2,-4,6,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,209,24,177,8,0,3,-3,6,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,702,179,514,9,0,44,27,17,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,565,381,149,35,0,38,36,1,1,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,329,84,243,2,0,2,1,1,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,78,17,60,1,0,0,-3,3,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,1734,574,1074,86,0,60,32,25,3,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,169,90,79,0,0,0,-4,4,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,184,74,109,1,0,20,10,10,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,254,112,137,5,0,33,15,17,1,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,156,42,114,0,0,5,5,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,42,35,4,3,0,1,1,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,2381,1294,1057,30,0,167,145,21,1,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,270,107,160,3,0,16,16,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,80,22,57,1,0,5,5,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,322,60,251,11,0,42,39,3,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,530,197,310,23,0,27,-7,34,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,273,178,91,4,0,3,3,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,1517,490,937,90,0,59,30,28,1,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,239,126,111,2,0,8,-6,14,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,712,241,440,31,0,28,17,10,1,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,415,127,274,14,0,8,3,3,2,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,181,46,135,0,0,2,0,2,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,134,18,107,9,0,2,2,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,588,240,329,19,0,32,-5,35,2,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,187,48,135,4,0,13,9,4,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,432,65,362,5,0,4,-4,8,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,547,135,410,2,0,2,-11,13,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,521,180,332,9,0,38,37,0,1,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,388,147,234,7,0,20,13,7,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,180,50,130,0,0,10,9,1,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,196,28,165,3,0,5,1,4,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,87,18,67,2,0,3,-5,8,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,308,55,243,10,0,8,8,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,97,35,61,1,0,5,5,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,86,45,41,0,0,10,10,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,237,42,188,7,0,10,7,2,1,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,334,162,169,3,0,31,21,10,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,857,368,456,33,0,38,32,6,0,,
692,UT,Uttarakhand,UT_Almora,Almora,201,19,179,2,1,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,95,2,92,1,0,2,2,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,77,1,76,0,0,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,71,17,53,1,0,6,6,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,871,170,654,27,20,35,35,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,365,56,301,0,8,18,18,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,577,136,435,5,1,13,-48,60,1,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,164,17,143,4,0,4,4,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,70,5,65,0,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,67,1,65,1,0,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,431,10,419,2,0,2,2,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,456,221,232,3,0,40,40,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,92,19,72,1,0,0,-8,8,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,205,18,187,0,0,11,10,1,0,,
706,WB,West Bengal,WB_Bankura,Bankura,316,59,257,0,0,12,11,1,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,334,25,306,3,0,4,-2,6,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,356,48,308,0,0,38,38,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,332,109,222,1,0,28,23,5,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,872,298,561,13,0,36,1,34,1,,
711,WB,West Bengal,WB_Hooghly,Hooghly,1528,442,1057,29,0,54,-6,60,0,,
712,WB,West Bengal,WB_Howrah,Howrah,3952,1146,2679,127,0,127,27,98,2,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,564,183,378,3,0,56,55,1,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,25,0,25,0,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,57,2,54,1,0,1,1,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,9608,3568,5541,499,0,454,288,153,13,,
717,WB,West Bengal,WB_Malda,Malda,1155,386,762,7,0,59,12,47,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,357,100,252,5,0,18,14,3,1,,
720,WB,West Bengal,WB_Nadia,Nadia,426,96,322,8,0,17,14,3,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,5629,2465,3000,164,0,357,237,117,3,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,206,51,150,5,0,6,0,6,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,477,92,376,9,0,12,2,8,2,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,222,41,178,3,0,3,-1,4,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,547,175,364,8,0,52,31,21,0,,
725,WB,West Bengal,WB_Purulia,Purulia,115,20,95,0,0,0,0,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,2228,1050,1135,43,0,161,105,52,4,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,436,126,309,1,0,54,52,2,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,111,44,67,0,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,5929,-3870,9781,15,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,111706,18368,89968,3370,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,710,24,684,2,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,10,0,-10,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,-2,0,2,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,0,-503,503,0,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,120,107,12,1,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,-253,253,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,0,-1,1,0,0,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,456,-21801,21931,326,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
