Date,State,Confirmed,Deceased,Recovered
26-Mar-20,LA,0,0,0
26-Mar-20,LD,0,0,0
26-Mar-20,MH,3,1,0
26-Mar-20,ML,0,0,0
26-Mar-20,MN,0,0,0
26-Mar-20,MP,5,0,0
26-Mar-20,MZ,0,0,0
26-Mar-20,NL,0,0,0
26-Mar-20,OR,1,0,0
26-Mar-20,PB,2,0,0
26-Mar-20,PY,0,0,0
26-Mar-20,RJ,2,0,0
26-Mar-20,SK,0,0,0
26-Mar-20,TG,3,0,0
26-Mar-20,TN,3,0,0
26-Mar-20,TR,0,0,0
26-Mar-20,TT,65,5,7
26-Mar-20,UN,0,0,0
26-Mar-20,UP,4,0,0
26-Mar-20,UT,0,0,0
26-Mar-20,WB,1,0,0
26-May-20,AN,0,0,0
26-May-20,AP,97,1,125
26-May-20,AR,0,0,0
26-May-20,AS,134,0,0
26-May-20,BR,231,1,67
26-May-20,CH,12,0,0
26-May-20,CT,68,0,12
26-May-20,DD,0,0,0
26-May-20,DL,412,12,183
26-May-20,DN,0,0,0
26-May-20,GA,0,0,9
26-May-20,GJ,361,27,501
26-May-20,HP,24,0,0
26-May-20,HR,92,0,22
26-May-20,JH,21,0,5
26-May-20,JK,91,1,24
26-May-20,KA,101,0,59
26-May-20,KL,67,1,10
26-May-20,LA,0,0,0
26-May-20,LD,0,0,0
26-May-20,MH,2091,97,1168
26-May-20,ML,5,0,0
26-May-20,MN,3,0,0
26-May-20,MP,165,5,118
26-May-20,MZ,0,0,0
26-May-20,NL,1,0,0
26-May-20,OR,79,0,84
26-May-20,PB,25,0,5
26-May-20,PY,0,0,0
26-May-20,RJ,236,3,220
26-May-20,SK,0,0,0
26-May-20,TG,112,1,120
26-May-20,TN,646,11,611
26-May-20,TR,34,0,0
26-May-20,TT,5907,173,3585
26-May-20,UN,328,0,0
26-May-20,UP,227,8,164
26-May-20,UT,51,0,6
26-May-20,WB,193,5,72
27-Apr-20,AN,0,0,0
27-Apr-20,AP,80,0,4
27-Apr-20,AR,0,0,0
27-Apr-20,AS,0,0,0
27-Apr-20,BR,69,0,0
27-Apr-20,CH,9,0,0
27-Apr-20,CT,0,0,0
27-Apr-20,DD,0,0,0
27-Apr-20,DL,190,0,0
27-Apr-20,DN,0,0,0
27-Apr-20,GA,0,0,0
27-Apr-20,GJ,247,11,81
27-Apr-20,HP,0,0,3
27-Apr-20,HR,5,0,14
27-Apr-20,JH,21,0,4
27-Apr-20,JK,23,1,27
27-Apr-20,KA,9,1,11
27-Apr-20,KL,13,0,13
27-Apr-20,LA,0,0,0
27-Apr-20,LD,0,0,0
27-Apr-20,MH,522,27,94
27-Apr-20,ML,0,0,0
27-Apr-20,MN,0,0,0
27-Apr-20,MP,75,7,55
27-Apr-20,MZ,0,0,0
27-Apr-20,NL,0,0,0
27-Apr-20,OR,15,0,2
27-Apr-20,PB,8,1,14
27-Apr-20,PY,0,0,1
27-Apr-20,RJ,77,9,115
27-Apr-20,SK,0,0,0
27-Apr-20,TG,2,0,16
27-Apr-20,TN,52,0,54
27-Apr-20,TR,0,0,0
27-Apr-20,TT,1568,58,580
27-Apr-20,UN,0,0,0
27-Apr-20,UP,113,1,72
27-Apr-20,UT,0,0,0
27-Apr-20,WB,38,0,0
27-Jun-20,AN,0,0,0
27-Jun-20,AP,796,11,284
27-Jun-20,AR,3,0,5
27-Jun-20,AS,246,1,567
27-Jun-20,BR,302,2,261
27-Jun-20,CH,3,0,0
27-Jun-20,CT,65,0,52
27-Jun-20,DD,0,0,0
27-Jun-20,DL,2948,66,2210
27-Jun-20,DN,15,0,6
27-Jun-20,GA,89,0,50
27-Jun-20,GJ,615,18,379
27-Jun-20,HP,30,0,7
27-Jun-20,HR,543,7,456
27-Jun-20,JH,45,0,77
27-Jun-20,JK,204,2,145
27-Jun-20,KA,918,11,371
27-Jun-20,KL,195,0,102
27-Jun-20,LA,14,0,87
27-Jun-20,LD,0,0,0
27-Jun-20,MH,6368,167,4430
27-Jun-20,ML,0,0,0
27-Jun-20,MN,17,0,39
27-Jun-20,MP,167,4,167
27-Jun-20,MZ,3,0,8
27-Jun-20,NL,16,0,2
27-Jun-20,OR,170,1,184
27-Jun-20,PB,99,6,119
27-Jun-20,PY,85,1,18
27-Jun-20,RJ,284,11,305
27-Jun-20,SK,0,0,10
27-Jun-20,TG,1087,6,162
27-Jun-20,TN,3713,68,2737
27-Jun-20,TR,9,0,16
27-Jun-20,TT,20142,414,14229
27-Jun-20,UN,-100,0,0
27-Jun-20,UP,606,19,632
27-Jun-20,UT,66,0,87
27-Jun-20,WB,521,13,254
27-Mar-20,AN,5,0,0
27-Mar-20,AP,2,0,0
27-Mar-20,AR,0,0,0
27-Mar-20,AS,0,0,0
27-Mar-20,BR,2,0,0
27-Mar-20,CH,1,0,0
27-Mar-20,CT,0,0,0
27-Mar-20,DD,0,0,0
27-Mar-20,DL,4,0,0
27-Mar-20,DN,0,0,0
27-Mar-20,GA,0,0,0
27-Mar-20,GJ,4,0,0
27-Mar-20,HP,0,0,1
27-Mar-20,HR,1,0,0
27-Mar-20,JH,0,0,0
27-Mar-20,JK,6,0,0
27-Mar-20,KA,9,1,2
27-Mar-20,KL,39,0,0
27-Mar-20,LA,0,0,3
27-Mar-20,LD,0,0,0
27-Mar-20,MH,31,1,18
27-Mar-20,ML,0,0,0
27-Mar-20,MN,0,0,0
27-Mar-20,MP,9,1,0
27-Mar-20,MZ,0,0,0
27-Mar-20,NL,0,0,0
27-Mar-20,OR,0,0,0
27-Mar-20,PB,5,0,1
27-Mar-20,PY,0,0,0
27-Mar-20,RJ,10,0,0
27-Mar-20,SK,0,0,0
27-Mar-20,TG,15,0,0
27-Mar-20,TN,9,0,1
27-Mar-20,TR,0,0,0
27-Mar-20,TT,164,3,26
27-Mar-20,UN,0,0,0
27-Mar-20,UP,7,0,0
27-Mar-20,UT,0,0,0
27-Mar-20,WB,5,0,0
27-May-20,AN,0,0,0
27-May-20,AP,134,1,48
27-May-20,AR,0,0,0
27-May-20,AS,101,0,25
27-May-20,BR,68,1,118
27-May-20,CH,1,0,0
27-May-20,CT,4,0,4
27-May-20,DD,0,0,0
27-May-20,DL,792,15,310
27-May-20,DN,0,0,0
27-May-20,GA,1,0,9
27-May-20,GJ,376,23,410
27-May-20,HP,26,2,3
27-May-20,HR,76,2,14
27-May-20,JH,7,0,0
27-May-20,JK,162,2,21
27-May-20,KA,135,3,17
27-May-20,KL,40,0,10
27-May-20,LA,1,0,0
27-May-20,LD,0,0,0
27-May-20,MH,2190,105,964
27-May-20,ML,0,0,0
27-May-20,MN,5,0,0
27-May-20,MP,237,8,238
27-May-20,MZ,0,0,0
27-May-20,NL,5,0,0
27-May-20,OR,76,0,79
27-May-20,PB,33,0,0
27-May-20,PY,0,0,0
27-May-20,RJ,280,3,286
27-May-20,SK,0,0,0
27-May-20,TG,107,6,37
27-May-20,TN,817,6,567
27-May-20,TR,10,0,0
27-May-20,TT,7246,188,3434
27-May-20,UN,1043,0,0
27-May-20,UP,267,5,167
27-May-20,UT,69,0,15
27-May-20,WB,183,6,92
28-Apr-20,AN,0,0,4
28-Apr-20,AP,82,0,23
28-Apr-20,AR,0,0,0
28-Apr-20,AS,2,0,0
28-Apr-20,BR,20,0,8
28-Apr-20,CH,11,0,0
28-Apr-20,CT,1,0,2
28-Apr-20,DD,0,0,0
28-Apr-20,DL,206,0,201
28-Apr-20,DN,0,0,0
28-Apr-20,GA,0,0,0
28-Apr-20,GJ,226,19,40
28-Apr-20,HP,0,0,0
28-Apr-20,HR,7,0,11
28-Apr-20,JH,2,0,2
28-Apr-20,JK,19,1,12
28-Apr-20,KA,11,0,14
28-Apr-20,KL,4,0,4
28-Apr-20,LA,2,0,0
28-Apr-20,LD,0,0,0
28-Apr-20,MH,728,31,106
28-Apr-20,ML,0,0,0
28-Apr-20,MN,0,0,0
28-Apr-20,MP,222,10,16
28-Apr-20,MZ,0,0,0
28-Apr-20,NL,0,0,0
28-Apr-20,OR,0,0,1
28-Apr-20,PB,12,0,3
28-Apr-20,PY,0,0,0
28-Apr-20,RJ,102,2,26
28-Apr-20,SK,0,0,0
28-Apr-20,TG,6,0,42
28-Apr-20,TN,121,1,54
28-Apr-20,TR,0,0,0
28-Apr-20,TT,1902,69,636
28-Apr-20,UN,0,0,0
28-Apr-20,UP,67,3,63
28-Apr-20,UT,3,0,0
28-Apr-20,WB,48,2,4
28-Jun-20,AN,11,0,2
28-Jun-20,AP,813,12,428
28-Jun-20,AR,5,0,6
28-Jun-20,AS,327,1,274
28-Jun-20,BR,244,4,226
28-Jun-20,CH,3,0,1
28-Jun-20,CT,84,0,125
28-Jun-20,DD,0,0,0
28-Jun-20,DL,2889,65,3306
28-Jun-20,DN,4,0,13
28-Jun-20,GA,70,1,58
28-Jun-20,GJ,624,19,391
28-Jun-20,HP,22,0,17
28-Jun-20,HR,402,5,445
28-Jun-20,JH,25,0,69
28-Jun-20,JK,127,1,91
28-Jun-20,KA,1267,16,220
28-Jun-20,KL,118,0,42
28-Jun-20,LA,3,0,32
28-Jun-20,LD,0,0,0
28-Jun-20,MH,5493,156,2330
28-Jun-20,ML,2,0,0
28-Jun-20,MN,93,0,23
28-Jun-20,MP,221,7,113
28-Jun-20,MZ,1,0,0
28-Jun-20,NL,28,0,0
28-Jun-20,OR,264,3,137
28-Jun-20,PB,160,5,206
28-Jun-20,PY,29,1,31
28-Jun-20,RJ,327,8,244
28-Jun-20,SK,1,0,0
28-Jun-20,TG,983,4,244
28-Jun-20,TN,3940,54,1443
28-Jun-20,TR,12,0,8
28-Jun-20,TT,19610,384,11631
28-Jun-20,UN,-184,0,0
28-Jun-20,UP,598,11,593
28-Jun-20,UT,32,1,109
28-Jun-20,WB,572,10,404
28-Mar-20,AN,3,0,0
28-Mar-20,AP,6,0,0
28-Mar-20,AR,0,0,0
28-Mar-20,AS,0,0,0
28-Mar-20,BR,2,0,0
28-Mar-20,CH,0,0,0
28-Mar-20,CT,1,0,0
28-Mar-20,DD,0,0,0
28-Mar-20,DL,9,0,0
28-Mar-20,DN,0,0,0
28-Mar-20,GA,0,0,0
28-Mar-20,GJ,8,1,0
28-Mar-20,HP,0,0,1
28-Mar-20,HR,2,0,0
28-Mar-20,JH,0,0,0
28-Mar-20,JK,13,0,0
28-Mar-20,KA,17,0,0
28-Mar-20,KL,6,1,1
28-Mar-20,LA,0,0,0
28-Mar-20,LD,0,0,0
28-Mar-20,MH,30,2,6
28-Mar-20,ML,0,0,0
28-Mar-20,MN,0,0,0
28-Mar-20,MP,10,0,0
28-Mar-20,MZ,0,0,0
28-Mar-20,NL,0,0,0
28-Mar-20,OR,0,0,0
28-Mar-20,PB,0,0,0
28-Mar-20,PY,0,0,0
28-Mar-20,RJ,4,0,0
28-Mar-20,SK,0,0,0
28-Mar-20,TG,8,1,0
28-Mar-20,TN,4,0,0
28-Mar-20,TR,0,0,0
28-Mar-20,TT,143,5,9
28-Mar-20,UN,0,0,0
28-Mar-20,UP,16,0,0
28-Mar-20,UT,1,0,1
28-Mar-20,WB,3,0,0
28-May-20,AN,0,0,0
28-May-20,AP,128,1,68
28-May-20,AR,1,0,0
28-May-20,AS,97,0,16
28-May-20,BR,149,0,132
28-May-20,CH,10,0,2
28-May-20,CT,34,0,0
28-May-20,DD,0,0,0
28-May-20,DL,1024,13,231
28-May-20,DN,0,0,0
28-May-20,GA,1,0,1
28-May-20,GJ,367,22,454
28-May-20,HP,8,0,7
28-May-20,HR,123,1,43
28-May-20,JH,6,0,0
28-May-20,JK,115,1,5
28-May-20,KA,115,0,53
28-May-20,KL,85,1,3
28-May-20,LA,20,0,0
28-May-20,LD,0,0,0
28-May-20,MH,2598,85,698
28-May-20,ML,1,0,0
28-May-20,MN,11,0,0
28-May-20,MP,192,8,123
28-May-20,MZ,0,0,0
28-May-20,NL,9,0,0
28-May-20,OR,67,0,75
28-May-20,PB,19,0,28
28-May-20,PY,4,0,0
28-May-20,RJ,251,7,253
28-May-20,SK,0,0,0
28-May-20,TG,117,4,24
28-May-20,TN,827,12,639
28-May-20,TR,2,0,2
28-May-20,TT,7254,176,3171
28-May-20,UN,319,0,0
28-May-20,UP,179,15,224
28-May-20,UT,31,0,0
28-May-20,WB,344,6,90
29-Apr-20,AN,0,0,0
29-Apr-20,AP,73,0,29
29-Apr-20,AR,0,0,0
29-Apr-20,AS,0,0,2
29-Apr-20,BR,37,0,0
29-Apr-20,CH,12,0,0
29-Apr-20,CT,0,0,0
29-Apr-20,DD,0,0,0
29-Apr-20,DL,125,2,14
29-Apr-20,DN,0,0,0
29-Apr-20,GA,0,0,0
29-Apr-20,GJ,308,16,93
29-Apr-20,HP,0,0,0
29-Apr-20,HR,3,0,1
29-Apr-20,JH,2,0,0
29-Apr-20,JK,16,0,16
29-Apr-20,KA,12,1,9
29-Apr-20,KL,10,0,10
29-Apr-20,LA,0,0,1
29-Apr-20,LD,0,0,0
29-Apr-20,MH,597,32,205
29-Apr-20,ML,0,0,0
29-Apr-20,MN,0,0,0
29-Apr-20,MP,173,10,88
29-Apr-20,MZ,0,0,0
29-Apr-20,NL,0,0,0
29-Apr-20,OR,7,0,1
29-Apr-20,PB,33,0,0
29-Apr-20,PY,0,0,0
29-Apr-20,RJ,76,3,44
29-Apr-20,SK,0,0,0
29-Apr-20,TG,7,0,35
29-Apr-20,TN,104,2,82
29-Apr-20,TR,0,0,0
29-Apr-20,TT,1705,71,690
29-Apr-20,UN,0,0,0
29-Apr-20,UP,81,5,48
29-Apr-20,UT,1,0,2
29-Apr-20,WB,28,0,10
29-Jun-20,AN,7,0,0
29-Jun-20,AP,793,11,324
29-Jun-20,AR,5,0,1
29-Jun-20,AS,302,0,245
29-Jun-20,BR,394,1,218
29-Jun-20,CH,3,0,13
29-Jun-20,CT,101,0,88
29-Jun-20,DD,0,0,0
29-Jun-20,DL,2084,57,3628
29-Jun-20,DN,15,0,6
29-Jun-20,GA,53,0,46
29-Jun-20,GJ,626,19,440
29-Jun-20,HP,26,0,38
29-Jun-20,HR,381,9,585
29-Jun-20,JH,62,3,56
29-Jun-20,JK,144,1,269
29-Jun-20,KA,1105,19,176
29-Jun-20,KL,122,1,79
29-Jun-20,LA,1,0,30
29-Jun-20,LD,0,0,0
29-Jun-20,MH,5257,181,2385
29-Jun-20,ML,1,0,0
29-Jun-20,MN,42,0,39
29-Jun-20,MP,184,7,115
29-Jun-20,MZ,0,0,6
29-Jun-20,NL,36,0,4
29-Jun-20,OR,245,2,203
29-Jun-20,PB,202,5,238
29-Jun-20,PY,42,0,10
29-Jun-20,RJ,389,6,310
29-Jun-20,SK,0,0,0
29-Jun-20,TG,975,6,410
29-Jun-20,TN,3949,62,2212
29-Jun-20,TR,34,0,6
29-Jun-20,TT,18339,417,13497
29-Jun-20,UN,-554,0,0
29-Jun-20,UP,681,12,698
29-Jun-20,UT,8,1,93
29-Jun-20,WB,624,14,526
29-Mar-20,AN,0,0,0
29-Mar-20,AP,2,0,0
29-Mar-20,AR,0,0,0
29-Mar-20,AS,0,0,0
29-Mar-20,BR,4,0,0
29-Mar-20,CH,0,0,0
29-Mar-20,CT,0,0,0
29-Mar-20,DD,0,0,0
29-Mar-20,DL,23,1,0
29-Mar-20,DN,0,0,0
29-Mar-20,GA,2,0,0
29-Mar-20,GJ,8,1,1
29-Mar-20,HP,0,0,0
29-Mar-20,HR,0,0,0
29-Mar-20,JH,0,0,0
29-Mar-20,JK,5,0,0
29-Mar-20,KA,2,0,0
29-Mar-20,KL,20,0,4
29-Mar-20,LA,0,0,0
29-Mar-20,LD,0,0,0
29-Mar-20,MH,17,1,0
29-Mar-20,ML,0,0,0
29-Mar-20,MN,0,0,0
29-Mar-20,MP,0,0,0
29-Mar-20,MZ,0,0,0
29-Mar-20,NL,0,0,0
29-Mar-20,OR,0,0,0
29-Mar-20,PB,0,0,0
29-Mar-20,PY,0,0,0
29-Mar-20,RJ,5,0,0
29-Mar-20,SK,0,0,0
29-Mar-20,TG,3,0,0
29-Mar-20,TN,8,0,0
29-Mar-20,TR,0,0,0
29-Mar-20,TT,110,3,5
29-Mar-20,UN,0,0,0
29-Mar-20,UP,7,0,0
29-Mar-20,UT,1,0,0
29-Mar-20,WB,3,0,0
29-May-20,AN,0,0,0
29-May-20,AP,85,1,101
29-May-20,AR,0,0,0
29-May-20,AS,177,0,22
29-May-20,BR,174,0,159
29-May-20,CH,0,0,0
29-May-20,CT,17,1,17
29-May-20,DD,0,0,0
29-May-20,DL,1105,82,351
29-May-20,DN,0,0,0
29-May-20,GA,0,0,3
29-May-20,GJ,372,20,608
29-May-20,HP,14,0,10
29-May-20,HR,217,0,59
29-May-20,JH,82,1,63
29-May-20,JK,128,1,16
29-May-20,KA,248,1,60
29-May-20,KL,62,1,10
29-May-20,LA,0,0,0
29-May-20,LD,0,0,0
29-May-20,MH,2682,116,8381
29-May-20,ML,6,0,0
29-May-20,MN,4,0,2
29-May-20,MP,192,13,219
29-May-20,MZ,0,0,0
29-May-20,NL,7,0,0
29-May-20,OR,63,2,90
29-May-20,PB,39,2,3
29-May-20,PY,4,0,6
29-May-20,RJ,298,4,429
29-May-20,SK,0,0,0
29-May-20,TG,169,4,36
29-May-20,TN,874,9,765
29-May-20,TR,10,0,0
29-May-20,TT,8138,269,11735
29-May-20,UN,341,0,0
29-May-20,UP,275,4,195
29-May-20,UT,216,0,23
29-May-20,WB,277,7,107
30-Apr-20,AN,0,0,1
30-Apr-20,AP,71,0,34
30-Apr-20,AR,0,0,0
30-Apr-20,AS,5,0,0
30-Apr-20,BR,22,0,20
30-Apr-20,CH,6,0,1
30-Apr-20,CT,2,0,2
30-Apr-20,DD,0,0,0
30-Apr-20,DL,76,3,2
30-Apr-20,DN,0,0,0
30-Apr-20,GA,0,0,0
30-Apr-20,GJ,313,17,86
30-Apr-20,HP,0,0,3
30-Apr-20,HR,28,1,10
30-Apr-20,JH,3,0,0
30-Apr-20,JK,33,0,24
30-Apr-20,KA,30,1,13
30-Apr-20,KL,2,0,14
30-Apr-20,LA,0,0,0
30-Apr-20,LD,0,0,0
30-Apr-20,MH,583,27,180
30-Apr-20,ML,0,0,0
30-Apr-20,MN,0,0,0
30-Apr-20,MP,65,7,21
30-Apr-20,MZ,0,0,0
30-Apr-20,NL,0,0,0
30-Apr-20,OR,18,0,2
30-Apr-20,PB,105,1,3
30-Apr-20,PY,0,0,0
30-Apr-20,RJ,144,3,79
30-Apr-20,SK,0,0,0
30-Apr-20,TG,22,3,33
30-Apr-20,TN,161,0,48
30-Apr-20,TR,1,0,0
30-Apr-20,TT,1802,75,630
30-Apr-20,UN,0,0,0
30-Apr-20,UP,77,1,41
30-Apr-20,UT,2,0,8
30-Apr-20,WB,33,11,5
30-Jun-20,AN,7,0,0
30-Jun-20,AP,704,7,279
30-Jun-20,AR,4,0,1
30-Jun-20,AS,613,1,314
30-Jun-20,BR,370,5,170
30-Jun-20,CH,6,0,15
30-Jun-20,CT,63,0,100
30-Jun-20,DD,0,0,0
30-Jun-20,DL,2199,62,2113
30-Jun-20,DN,10,0,7
30-Jun-20,GA,64,0,72
30-Jun-20,GJ,620,20,422
30-Jun-20,HP,11,1,19
30-Jun-20,HR,338,4,470
30-Jun-20,JH,64,0,35
30-Jun-20,JK,260,6,137
30-Jun-20,KA,947,20,235
30-Jun-20,KL,131,1,75
30-Jun-20,LA,9,0,32
30-Jun-20,LD,0,0,0
30-Jun-20,MH,4878,245,1951
30-Jun-20,ML,2,0,0
30-Jun-20,MN,7,0,59
30-Jun-20,MP,223,8,196
30-Jun-20,MZ,9,0,61
30-Jun-20,NL,8,0,0
30-Jun-20,OR,206,2,243
30-Jun-20,PB,150,6,103
30-Jun-20,PY,24,1,10
30-Jun-20,RJ,348,8,299
30-Jun-20,SK,0,0,1
30-Jun-20,TG,945,7,1712
30-Jun-20,TN,3943,60,2325
30-Jun-20,TR,8,0,0
30-Jun-20,TT,18256,506,12565
30-Jun-20,UN,-281,0,0
30-Jun-20,UP,664,25,578
30-Jun-20,UT,50,2,120
30-Jun-20,WB,652,15,411
30-Mar-20,AN,1,0,0
30-Mar-20,AP,2,0,0
30-Mar-20,AR,0,0,0
30-Mar-20,AS,0,0,0
30-Mar-20,BR,0,0,0
30-Mar-20,CH,5,0,0
30-Mar-20,CT,1,0,0
30-Mar-20,DD,0,0,0
30-Mar-20,DL,25,0,0
30-Mar-20,DN,0,0,0
30-Mar-20,GA,0,0,0
30-Mar-20,GJ,7,1,2
30-Mar-20,HP,0,0,0
30-Mar-20,HR,1,0,6
30-Mar-20,JH,0,0,0
30-Mar-20,JK,11,0,0
30-Mar-20,KA,5,0,1
30-Mar-20,KL,32,0,4
30-Mar-20,LA,0,0,0
30-Mar-20,LD,0,0,0
30-Mar-20,MH,17,2,14
30-Mar-20,ML,0,0,0
30-Mar-20,MN,0,0,0
30-Mar-20,MP,8,2,0
30-Mar-20,MZ,0,0,0
30-Mar-20,NL,0,0,0
30-Mar-20,OR,0,0,0
30-Mar-20,PB,3,2,0
30-Mar-20,PY,0,0,0
30-Mar-20,RJ,20,0,0
30-Mar-20,SK,0,0,0
30-Mar-20,TG,7,5,13
30-Mar-20,TN,17,0,2
30-Mar-20,TR,0,0,0
30-Mar-20,TT,187,13,49
30-Mar-20,UN,0,0,0
30-Mar-20,UP,24,0,6
30-Mar-20,UT,0,0,1
30-Mar-20,WB,1,1,0
30-May-20,AN,0,0,0
30-May-20,AP,131,0,55
30-May-20,AR,1,0,0
30-May-20,AS,159,0,38
30-May-20,BR,206,6,102
30-May-20,CH,0,0,10
30-May-20,CT,32,0,2
30-May-20,DD,0,0,0
30-May-20,DL,1163,18,229
30-May-20,DN,0,0,0
30-May-20,GA,1,0,1
30-May-20,GJ,412,27,621
30-May-20,HP,18,0,24
30-May-20,HR,202,1,31
30-May-20,JH,73,0,40
30-May-20,JK,177,0,33
30-May-20,KA,141,1,103
30-May-20,KL,58,1,10
30-May-20,LA,3,0,0
30-May-20,LD,0,0,0
30-May-20,MH,2940,99,1084
30-May-20,ML,0,0,0
30-May-20,MN,1,0,0
30-May-20,MP,246,9,175
30-May-20,MZ,0,0,0
30-May-20,NL,11,0,0
30-May-20,OR,96,0,73
30-May-20,PB,36,2,18
30-May-20,PY,0,0,0
30-May-20,RJ,252,9,495
30-May-20,SK,0,0,0
30-May-20,TG,74,6,31
30-May-20,TN,938,6,687
30-May-20,TR,17,0,5
30-May-20,TT,8364,205,4303
30-May-20,UN,370,0,0
30-May-20,UP,256,12,241
30-May-20,UT,33,1,0
30-May-20,WB,317,7,195
31-Mar-20,AN,0,0,0
31-Mar-20,AP,21,0,0
31-Mar-20,AR,0,0,0
31-Mar-20,AS,1,0,0
31-Mar-20,BR,6,0,0
31-Mar-20,CH,2,0,0
31-Mar-20,CT,1,0,2
31-Mar-20,DD,0,0,0
31-Mar-20,DL,23,0,0
31-Mar-20,DN,0,0,0
31-Mar-20,GA,0,0,0
31-Mar-20,GJ,4,0,2
31-Mar-20,HP,0,0,0
31-Mar-20,HR,7,0,0
31-Mar-20,JH,1,0,0
31-Mar-20,JK,6,1,0
31-Mar-20,KA,13,0,2
31-Mar-20,KL,7,1,4
31-Mar-20,LA,0,0,0
31-Mar-20,LD,0,0,0
31-Mar-20,MH,82,1,0
31-Mar-20,ML,0,0,0
31-Mar-20,MN,0,0,0
31-Mar-20,MP,19,1,0
31-Mar-20,MZ,0,0,0
31-Mar-20,NL,0,0,0
31-Mar-20,OR,1,0,0
31-Mar-20,PB,1,1,0
31-Mar-20,PY,0,0,0
31-Mar-20,RJ,14,0,0
31-Mar-20,SK,0,0,0
31-Mar-20,TG,20,0,0
31-Mar-20,TN,57,0,2
31-Mar-20,TR,0,0,0
31-Mar-20,TT,309,6,15
31-Mar-20,UN,0,0,0
31-Mar-20,UP,8,0,0
31-Mar-20,UT,0,0,0
31-Mar-20,WB,15,1,3
31-May-20,AN,0,0,0
31-May-20,AP,110,2,51
31-May-20,AR,0,0,0
31-May-20,AS,123,0,22
31-May-20,BR,242,2,209
31-May-20,CH,4,0,0
31-May-20,CT,51,0,12
31-May-20,DD,0,0,0
31-May-20,DL,1295,57,403
31-May-20,DN,0,0,0
31-May-20,GA,1,0,2
31-May-20,GJ,438,31,689
31-May-20,HP,18,0,9
31-May-20,HR,168,0,77
31-May-20,JH,41,0,0
31-May-20,JK,105,0,19
31-May-20,KA,299,2,221
31-May-20,KL,61,0,15
31-May-20,LA,0,0,4
31-May-20,LD,0,0,0
31-May-20,MH,2487,89,1248
31-May-20,ML,0,0,0
31-May-20,MN,11,0,5
31-May-20,MP,198,7,398
31-May-20,MZ,0,0,0
31-May-20,NL,7,0,0
31-May-20,OR,129,0,76
31-May-20,PB,30,1,20
31-May-20,PY,13,0,2
31-May-20,RJ,214,1,293
31-May-20,SK,0,0,0
31-May-20,TG,199,5,16
31-May-20,TN,1149,13,757
31-May-20,TR,45,0,1
31-May-20,TT,8789,222,4928
31-May-20,UN,448,0,0
31-May-20,UP,374,4,192
31-May-20,UT,158,0,0
31-May-20,WB,371,8,187
